iteracion,tiempo,promedio,mejor,peor
0,0.004042387008666992,8777.31999,7253.917,10605.492000000002
1,0.005246639251708984,8341.5756,6862.295999999999,10052.393999999998
2,0.006935596466064453,8199.9484,6862.295999999999,10348.315999999997
3,0.0062754154205322266,8106.72251,6843.694999999999,10121.084999999997
4,0.007068634033203125,8052.60023,6548.911,11003.319999999994
5,0.0043981075286865234,7773.89177,6158.074,10503.065999999999
6,0.005522012710571289,7633.76177,6158.074,10920.412999999999
7,0.009405136108398438,7603.8343700000005,6158.074,10407.308999999997
8,0.011568307876586914,7712.98701,6158.074,10109.497000000001
9,0.005621194839477539,7493.47829,6158.074,10492.052000000001
10,0.008662223815917969,7209.75481,5813.471,10025.285
11,0.008897066116333008,7421.89159,5813.471,10680.239999999998
12,0.007243633270263672,7412.5036900000005,5746.0869999999995,10390.666000000001
13,0.010627269744873047,7468.31812,5710.971000000001,10081.544000000002
14,0.005099296569824219,6890.283960000001,5410.5740000000005,11032.972
15,0.007909536361694336,6894.93382,5326.184000000001,9947.705
16,0.009757518768310547,7018.5572999999995,5321.862000000001,10997.594000000003
17,0.010529518127441406,6730.592970000001,5321.862000000001,10292.940000000002
18,0.007570981979370117,6823.0298999999995,5321.832,10420.764000000001
19,0.010448932647705078,6354.88397,5321.832,10658.871
20,0.014019966125488281,6479.839910000001,5321.832,9797.826
21,0.013576269149780273,6500.8530900000005,5321.832,10028.879000000004
22,0.012024879455566406,6132.231650000001,5321.832,10522.236000000004
23,0.012380838394165039,6316.57492,5234.5650000000005,10037.975999999997
24,0.015396356582641602,6789.08359,5171.511,10637.465
25,0.012845039367675781,6743.7886,5171.511,10013.182999999999
26,0.010895013809204102,6532.6181400000005,5171.511,10087.294999999996
27,0.00566411018371582,6443.43031,5171.511,10684.126999999999
28,0.010643243789672852,6401.280119999999,5171.511,10577.734999999997
29,0.02109837532043457,6371.87383,5171.511,9857.738
30,0.014672994613647461,6365.515479999999,5171.511,9706.244
31,0.012539148330688477,6587.44622,5171.511,10926.246000000003
32,0.01568913459777832,6306.57538,5117.488000000001,10310.251
33,0.014547348022460938,6323.392170000001,5117.488000000001,10172.104000000003
34,0.013549089431762695,6547.9142,5117.488000000001,10444.136
35,0.00959634780883789,6040.144840000001,5117.488,10750.612000000001
36,0.03281354904174805,6236.73101,5107.375000000001,10778.086999999998
37,0.03083348274230957,6185.22361,5107.375000000001,10935.215
38,0.020465850830078125,6104.2229099999995,5107.375000000001,10394.684
39,0.023703813552856445,5870.195699999999,5107.375000000001,10030.912999999999
40,0.030330657958984375,5893.1699,5107.375000000001,10328.07
41,0.03490948677062988,6021.84362,5107.375000000001,10229.490000000003
42,0.051422834396362305,6343.512900000001,5107.375000000001,10393.383000000002
43,0.015994787216186523,5802.10387,5107.375000000001,10907.472
44,0.026875734329223633,5820.07997,4982.947,10651.589000000004
45,0.030286312103271484,6570.2875300000005,4982.947,10071.752000000002
46,0.008687973022460938,6272.65994,4968.399,10199.711000000001
47,0.011516332626342773,5796.64977,4800.004,10412.762999999999
48,0.0175473690032959,6507.36024,4800.004,9790.752
49,0.01017308235168457,5957.611209999999,4800.004,10917.131000000003
50,0.016705989837646484,5932.559399999999,4761.658,10212.778999999997
51,0.014511823654174805,6154.27241,4727.859,9384.264
52,0.014328241348266602,5744.059219999999,4727.859,9760.288000000002
53,0.020093441009521484,6485.34934,4727.859,10166.767
54,0.009446382522583008,5905.308129999999,4727.859,10759.908999999996
55,0.01618218421936035,6822.38347,4727.859,9982.496999999998
56,0.005183219909667969,6307.465719999999,4727.859,10115.229
57,0.01052999496459961,6943.7142,4630.646000000001,10208.400999999998
58,0.014925241470336914,6624.61076,4630.646000000001,10787.554
59,0.007744312286376953,6271.20857,4611.120000000001,10384.874
60,0.012704610824584961,5728.00026,4611.120000000001,10501.386999999999
61,0.012531518936157227,6283.08414,4611.120000000001,10792.092999999997
62,0.009665727615356445,6013.64352,4578.5,10390.157000000001
63,0.014470577239990234,5838.2288100000005,4578.5,8549.457
64,0.010866403579711914,6101.88306,4578.5,9882.919999999998
65,0.010802745819091797,5669.12981,4578.5,10435.341999999997
66,0.01881098747253418,6791.708079999999,4578.5,10703.675
67,0.0049211978912353516,5817.68041,4578.5,10155.53
68,0.012701034545898438,6459.192480000001,4578.5,10184.9
69,0.010608911514282227,5879.41821,4578.5,11019.940000000002
70,0.013501882553100586,5430.806430000001,4578.5,10591.461000000001
71,0.011226177215576172,5407.29045,4578.5,11027.969000000005
72,0.02169179916381836,5897.28843,4578.5,10153.352000000003
73,0.031026601791381836,6063.86764,4578.5,10863.775999999998
74,0.02892923355102539,5518.98236,4578.5,10160.450000000003
75,0.030242919921875,5737.87023,4578.5,10388.075
76,0.05850529670715332,5876.7122,4578.5,9593.25
77,0.015628576278686523,6208.8931,4578.5,9679.162
78,0.044701337814331055,5680.32354,4578.5,10706.589999999998
79,0.04673051834106445,5874.96204,4578.5,11298.806000000002
80,0.021443605422973633,5944.51422,4578.5,10405.819999999998
81,0.01188516616821289,5415.254570000001,4444.811,10942.350000000002
82,0.019101381301879883,6311.05755,4444.811,10443.444000000001
83,0.00961756706237793,5914.370750000001,4444.811,10689.43
84,0.00978541374206543,5638.65752,4444.811,9970.765000000003
85,0.010160684585571289,5843.537249999999,4444.811,10560.096000000001
86,0.009869813919067383,5524.60042,4444.811,10563.825
87,0.00871586799621582,5518.08214,4444.811,9716.947000000004
88,0.007477283477783203,6198.2343900000005,4444.811,10145.339
89,0.005939483642578125,5959.89055,4444.811,10471.779
90,0.006233930587768555,5435.20206,4444.811,9760.537
91,0.010102033615112305,5882.840679999999,4444.811,10254.705000000002
92,0.010328054428100586,6168.79318,4444.811,10296.849000000002
93,0.007020711898803711,5261.72353,4444.811,9936.489999999998
94,0.01114034652709961,5308.9038,4444.811,10226.689000000002
95,0.010683536529541016,6069.998170000001,4444.811,10034.694999999998
96,0.013008594512939453,5508.34434,4444.811,10540.748
97,0.010500669479370117,6065.65502,4430.566,10452.833
98,0.012024164199829102,6170.82427,4430.566,9956.549000000003
99,0.013001680374145508,6393.0465,4430.566,10536.688999999998
100,0.010460138320922852,5701.146680000001,4430.566,10359.655999999999
101,0.007609844207763672,5857.32697,4383.298999999999,10118.765
102,0.00984644889831543,6141.20404,4326.2,10138.320999999998
103,0.016478776931762695,6589.49566,4326.2,10040.635
104,0.0076007843017578125,5714.76542,4204.135,10296.685000000001
105,0.013294219970703125,5561.89976,4204.135,11069.998
106,0.010690450668334961,5563.35228,4204.135,9707.201
107,0.014125347137451172,6289.840450000001,4204.135,9929.43
108,0.008915901184082031,5899.2064199999995,4204.135,9742.636999999997
109,0.011602640151977539,5543.802070000001,4204.135,10211.389999999998
110,0.010668277740478516,5224.26486,4204.135,10782.824
111,0.020177841186523438,5197.09882,4204.135,10233.954
112,0.017557382583618164,5720.046480000001,4204.135,10790.514000000001
113,0.013205528259277344,5590.9160999999995,4204.135,9755.100999999999
114,0.015283584594726562,5793.34634,4204.135,9921.510999999999
115,0.01292729377746582,6038.027730000001,4204.135,10410.78
116,0.01326751708984375,5091.24032,4204.135,9670.773000000001
117,0.015056371688842773,5642.62083,4204.135,10145.672
118,0.013285160064697266,5818.14414,4204.135,10070.115000000003
119,0.010203361511230469,5641.13307,4204.135,10525.728
120,0.009268522262573242,5575.90341,4204.135,10803.401999999996
121,0.013535499572753906,5620.888129999999,4204.135,8470.992000000002
122,0.009975194931030273,5757.3339399999995,4165.465999999999,11532.602999999997
123,0.007564067840576172,5600.524170000001,4165.465999999999,9895.913999999999
124,0.013318538665771484,5037.38126,4165.465999999999,9981.155
125,0.0224456787109375,5234.17848,4165.465999999999,9957.433000000003
126,0.018758058547973633,5284.482120000001,4165.465999999999,10167.246000000001
127,0.017866134643554688,4916.78114,4165.465999999999,10329.816000000003
128,0.01939988136291504,5597.00538,4165.388999999999,10838.445
129,0.02431344985961914,5442.01498,4165.388999999999,10613.833999999999
130,0.025031328201293945,5009.81693,4165.388999999999,10029.024999999998
131,0.1097104549407959,4841.3686099999995,4165.388999999999,10054.926999999998
132,0.2865896224975586,5726.926600000001,4165.388999999999,10186.190999999997
133,0.016171932220458984,5661.08377,4165.388999999999,10487.375
134,0.009948968887329102,5354.76999,4165.388999999999,10963.419
135,0.015009880065917969,5267.09442,4165.388999999999,10620.650000000001
136,0.011932849884033203,4932.08955,4165.388999999999,10746.962
137,0.02056598663330078,5033.74749,4165.388999999999,10787.440999999999
138,0.025240182876586914,5197.22117,4165.388999999999,10577.887999999997
139,0.018691539764404297,5405.66046,4165.388999999999,9296.819999999998
140,0.013605356216430664,5918.09003,4165.388999999999,9914.717000000002
141,0.005879640579223633,5412.80073,4165.388999999999,9948.545999999998
142,0.007686614990234375,6051.314380000001,4165.388999999999,9787.521
143,0.007066965103149414,5857.27171,4165.388999999999,11080.985
144,0.009979009628295898,5535.97159,4165.388999999999,8899.968000000003
