iteracion,tiempo,promedio,mejor,peor
0,0.0060651302337646484,8919.91824,7141.709,10597.919999999998
1,0.0053331851959228516,8355.13106,6511.891000000001,10048.448000000004
2,0.0068018436431884766,7695.179623762376,6511.891000000001,9460.729
3,0.016138076782226562,7440.48397029703,6473.590000000001,8850.467999999999
4,0.03668570518493652,7307.995882352942,6149.043000000001,9737.354999999996
5,0.061548709869384766,7164.095689320388,6149.043000000001,9113.906000000003
6,0.04596996307373047,7144.611798076924,6149.043000000001,9035.694000000001
7,0.03256964683532715,7019.752800000001,6149.043000000001,9914.535
8,0.035959720611572266,7108.208981132076,6149.043000000001,10405.364
9,0.02266836166381836,6990.339314285715,6061.185000000001,8766.783
10,0.014220714569091797,6957.387405660378,5843.258000000001,9048.214000000002
11,0.023611068725585938,6800.966876190478,5810.403000000001,9034.417000000001
12,0.029451608657836914,6684.969708737865,5810.403000000001,9607.181999999999
13,0.04912090301513672,6496.442058252428,5810.403000000001,8060.944
14,0.10477757453918457,6516.618750000001,5810.403000000001,9011.088000000002
15,0.1866004467010498,6430.592386792453,5810.403000000001,8687.667000000001
16,0.15566754341125488,6430.880336448599,5739.505,8455.832999999999
17,0.0672616958618164,6550.501792452831,5739.505,10020.703
18,0.02712273597717285,6355.685462264152,5739.505,8183.386
19,0.059761762619018555,6322.15595283019,5739.505,8528.199999999999
20,0.048918962478637695,6384.335514018691,5739.505,8533.4
21,0.05477309226989746,6436.124037383178,5739.505,8754.556
22,0.11703610420227051,6323.723345794393,5739.505,8001.856
23,0.06769895553588867,6320.961420560748,5739.505,8253.511
24,0.09721946716308594,6379.8618518518515,5739.505,8277.719
25,0.1127626895904541,6405.845787037037,5739.505,8662.205999999998
26,0.13552570343017578,6408.52012962963,5739.505,8152.349
27,0.1464521884918213,6463.841759259259,5578.361,8652.811999999998
28,0.04428243637084961,6376.273888888889,5578.361,8821.457
29,0.05455279350280762,6335.423037037037,5578.361,8335.956
30,0.045453548431396484,6398.306268518519,5578.361,9418.178000000005
31,0.027814865112304688,6417.473305555555,5578.361,9424.864000000001
32,0.03801846504211426,6335.158648148148,5578.361,8497.071
33,0.03416776657104492,6403.7677196261675,5578.361,9067.645000000002
34,0.038762569427490234,6307.143504672897,5578.361,8779.158
35,0.029376745223999023,6250.8768224299065,5578.361,8152.926
36,0.026969194412231445,6324.5446296296295,5578.361,9082.318
37,0.04577493667602539,6307.041388888889,5578.361,7910.592000000001
38,0.03874993324279785,6325.974385321101,5578.361,8627.608999999999
39,0.09447669982910156,6309.925486238532,5236.7170000000015,8881.333
40,0.03553271293640137,6264.896009259259,5236.7170000000015,8920.721000000001
41,0.06031918525695801,6188.557953703704,5236.7170000000015,8719.584
